user_id,avg_memory,wall_clock,system_time,blanks,avg_RAM,language,cloc,nbr_file_in,compiled,swap_main_memory,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compiler_version,compile_error_msg,run_error_msg,max_RAM,user_time
MilesEdgeworth,0,5.97,0.00,21,0,C++,112,0,0,0,0,12,0,0,42016,-,-,-,2508,4.14
Milesian,0,0.00,0.00,3,0,C++,53,0,0,0,0,2,0,0,8840,-,-,-,2712,0.00
MiminoCoder,-,-,-,20,-,C++,112,-,0,-,-15,1,-,-,56320,-,-,Timeout,-,-
Minicat,0,0.03,0.00,11,0,Python,42,0,0,0,0,10,8,0,1535,2.7,-,-,6704,0.03
Mirclus,0,0.00,0.00,40,0,C++,217,0,0,0,1,2,0,0,74144,-,-,Unknown,2644,0.00
MiroB,-,-,-,1,-,C++,49,-,0,-,-15,0,-,-,30416,-,-,Timeout,-,-
Mister,0,0.00,0.00,1,0,C++,64,0,0,0,134,0,0,0,23464,-,-,Assertion failed,2540,0.00
MooseBoys,-,-,-,39,-,C++,185,-,1,-,-1,42,-,-,-,-,No such file or directory,-,-,-
Morris,-,-,-,10,-,C++,48,-,0,-,-15,0,-,-,22824,-,-,Timeout,-,-
Mudream,-,-,-,14,-,C++,88,-,0,-,-15,0,-,-,72032,-,-,Timeout,-,-
Multifarious,0,0.00,0.00,7,0,C++,131,0,0,0,0,0,0,0,50440,-,-,-,2524,0.00
Munin,0,0.13,0.00,23,0,Python,75,0,0,0,0,9,8,0,2549,2.7,-,-,6852,0.10
Murat,0,2.80,0.00,9,0,C++,94,0,0,0,0,0,0,0,41024,-,-,-,2612,2.04
Murphy,0,8.93,0.00,8,0,C++,82,0,0,0,0,3,0,0,71800,-,-,-,2548,6.32
NAFIS,0,0.00,0.00,16,0,C++,85,0,0,0,134,19,0,0,23760,-,-,underflow error reading the file,2768,0.00
NALP,-,-,-,45,-,C++,194,-,0,-,-15,1,-,-,60832,-,-,Timeout,-,-
NExPlain,0,0.00,0.00,5,0,C++,365,0,0,0,0,1,0,0,62792,-,-,-,2640,0.00
NPeasy,0,0.00,0.00,12,0,C++,82,0,0,0,0,0,0,0,23456,-,-,-,2648,0.00
Namnamseo,0,0.00,0.00,3,0,C++,37,0,0,0,0,0,0,0,8376,-,-,-,2284,0.00
Nasa,0,0.00,0.00,5,0,C++,69,0,0,0,0,4,0,0,11872,-,-,-,2412,0.00
Navid,-,-,-,7,-,C++,83,-,0,-,-15,1,-,-,57232,-,-,Timeout,-,-
Nicolas16,0,0.02,0.00,15,0,C++,60,0,0,0,0,1,0,0,9912,-,-,-,2708,0.00
Nooodles,0,0.87,0.00,18,0,Python,49,8,0,0,0,8,0,0,2131,2.7,-,-,7780,0.87
Nullard,0,0.03,0.00,10,0,Python,85,8,0,0,0,13,8,0,3057,2.7,-,-,6740,0.02
OYoung,0,0.00,0.00,3,0,C++,45,0,0,0,0,0,0,0,9912,-,-,-,2608,0.00
OmniLRenegadE,0,8.36,0.00,24,0,C++,90,0,0,0,0,0,0,0,14352,-,-,-,2628,6.24
OneTouchFinish,0,0.00,0.00,2,0,C++,111,0,0,0,0,0,0,0,11560,-,-,-,2608,0.00
Ostap,0,0.00,0.00,8,0,C++,70,0,0,0,0,0,0,0,9840,-,-,-,2744,0.00
Oyk,0,0.00,0.00,8,0,C++,62,0,0,0,0,1,0,0,10424,-,-,-,2448,0.00
P0rrut,-,-,-,9,-,C++,85,-,0,-,-15,8,-,-,43744,-,-,Timeout,-,-
PAP,-,-,-,10,-,C++,82,-,0,-,-15,0,-,-,46584,-,-,Timeout,-,-
PASTor,0,0.21,0.00,11,0,Python,42,8,0,0,0,9,0,0,1609,2.7,-,-,8260,0.20
PERNEKHAN,0,0.00,0.00,22,0,C++,84,0,0,0,0,0,0,0,9944,-,-,-,2752,0.00
PalmPTSJ,0,0.04,0.00,13,0,C++,163,0,0,0,0,91,0,0,29576,-,-,-,2856,0.03
PepeOfMath,0,0.04,0.00,11,0,Java,50,0,0,0,1,7,64,0,1689,-,-,jav,21652,0.04
PetarV,0,0.00,0.00,22,0,C++,125,0,0,0,0,8,0,0,10160,-,-,-,2596,0.00
PetrR,0,0.04,0.00,16,0,Java,72,0,0,0,1,6,64,0,2597,-,-,java.ni,26892,0.04
Phil217,0,0.04,0.00,7,0,Java,67,0,0,0,1,5,64,0,1944,-,-,java,21352,0.04
PhilipsT,0,0.00,0.00,14,0,C++,81,0,0,0,0,0,0,0,20224,-,-,-,2288,0.00
PoJieNie,0,0.00,0.00,4,0,C++,53,0,0,0,0,0,0,0,8456,-,-,-,2364,0.00
Polygonian,-,-,-,4,-,C++,51,-,1,-,-1,13,-,-,-,-,not declared,-,-,-
PrimuS,-,-,-,22,-,C++,117,-,0,-,-15,6,-,-,39472,-,-,Timeout,-,-
ProjectYoung,0,0.16,0.00,5,0,Java,66,0,0,0,0,0,72,0,2092,-,-,-,33004,0.15
ProphetOvDarkness,0,0.00,0.00,36,0,C++,144,0,0,0,0,37,816,0,24440,-,-,-,2720,0.00
QiuZhiyue,0,0.37,0.00,1,0,C++,69,0,0,0,0,4,120944,0,19248,-,-,-,2876,0.27
QuangLe,0,0.00,0.00,17,0,C++,102,0,0,0,0,12,0,0,30880,-,-,-,2620,0.00
QuantumCaffeine,0,0.04,0.00,6,0,Python,40,0,0,0,0,2,8,0,2149,2.7,-,-,6592,0.04
QuickBrownFox,0,6.96,0.00,13,0,C++,110,0,0,0,0,2,0,0,61672,-,-,-,2612,5.20
Quy,0,4.30,0.04,22,0,Java,153,0,0,0,0,5,72,0,1202,-,-,-,286656,4.32
Qwaz,0,7.76,0.00,30,0,C++,92,0,0,0,0,2,8,0,69872,-,-,-,2476,5.66
RGRGRG,0,0.00,0.00,54,0,C++,165,0,0,0,0,2,0,0,16032,-,-,-,2444,0.00
Ra1nWarden,0,0.02,0.00,43,0,C++,218,0,0,0,0,22,0,0,19680,-,-,-,2376,0.00
Rasinhas,0,0.02,0.00,9,0,C++,71,0,0,0,0,0,0,0,12424,-,-,-,2620,0.01
Rawnblade,0,0.18,0.01,11,0,Java,105,0,0,0,0,0,72,0,1983,-,-,-,32604,0.16
Raywzy,0,0.00,0.00,0,0,C++,56,0,0,0,0,0,0,0,31056,-,-,-,2228,0.00
Rebryk,0,0.00,0.00,24,0,C++,82,0,0,0,134,0,0,0,39744,-,-,underflow error reading the file,2488,0.00
Redbug,0,1.92,0.06,19,0,Java,189,0,0,0,0,13,64,0,2346,-,-,-,302776,1.96
ReneZ,-,-,-,6,-,Python,47,-,0,-,1,5,-,-,876,2.7,-,File or Dir not found,-,-
ReynoT,0,0.00,0.00,2,0,C++,79,0,0,0,0,2,816,0,10640,-,-,-,2468,0.00
Rezwan4029,0,0.00,0.00,23,0,C++,162,0,0,0,0,14,0,0,22392,-,-,-,2692,0.00
Riatre,0,9.61,0.00,16,0,C++,112,0,0,0,0,8,0,0,22120,-,-,-,2468,7.33
Ridowan,0,0.00,0.00,23,0,C++,123,0,0,0,0,13,0,0,30856,-,-,-,2632,0.00
RisingComet,0,0.02,0.00,14,0,C#,113,0,0,0,0,0,8,0,4608,-,-,-,11460,0.02
Rongqi,-,-,-,6,-,C++,64,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
RsEnts,0,0.00,0.00,7,0,C++,55,0,0,0,0,0,0,0,10040,-,-,-,2560,0.00
Rubanenko,0,0.00,0.00,5,0,C++,57,0,0,0,0,0,0,0,32832,-,-,-,2552,0.00
SAS,0,0.00,0.00,2,0,C++,51,0,0,0,0,0,0,0,8096,-,-,-,2408,0.00
SONG,0,0.19,0.01,20,0,Java,93,0,0,0,0,7,64,0,2069,-,-,-,30372,0.18
STEP5,0,0.01,0.00,11,0,C++,84,0,0,0,0,3,0,0,40176,-,-,-,2456,0.00
SUJia,-,-,-,12,-,Python,43,-,0,-,1,9,-,-,1449,3.5,-,ImportError,-,-
Sakib,0,0.00,0.00,90,0,C++,151,0,0,0,0,6,0,0,50480,-,-,-,2588,0.00
SamScott,0,0.09,0.00,5,0,Python,50,0,0,0,0,10,8,0,1549,2.7,-,-,6764,0.09
Sasha,0,0.92,0.00,22,0,Java,89,0,0,0,0,0,72,0,2191,-,-,-,32660,0.90
SaveVMK,0,0.04,0.00,15,0,Java,114,0,0,0,1,2,64,0,3109,-,-,jav,21684,0.04
Savlik,0,0.03,0.00,10,0,C++,92,0,0,0,0,2,0,0,26080,-,-,-,2768,0.01
Schneck,0,0.33,0.01,31,0,Java,190,0,0,0,0,4,64,0,4194,-,-,-,39548,0.36
Scintillo,-,-,-,33,-,C++,158,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
Scooooooorpio,-,-,-,25,-,C++,105,-,1,-,-1,7,-,-,-,-,No such file or directory,-,-,-
Scorpy,0,0.00,0.00,20,0,C++,104,0,0,0,0,0,0,0,23776,-,-,-,2540,0.00
Sean223,0,2.04,0.00,37,0,Python,98,0,0,0,0,2,8,0,4148,2.7,-,-,7024,2.03
SergeiF,-,-,-,38,-,C++,166,-,1,-,-1,16,-,-,-,-,No such file or directory,-,-,-
Sganda,0,0.00,0.00,16,0,C++,138,0,1,0,127,15,0,0,-,-,Unknown error,Command not found,1264,0.00
Shaikhitdin,0,0.00,0.00,32,0,C++,84,0,0,0,0,0,0,0,50616,-,-,-,2344,0.00
Shakib,0,0.00,0.00,15,0,C++,189,0,0,0,0,3,0,0,22496,-,-,-,2668,0.00
Shaon,0,0.00,0.00,43,0,C++,158,0,1,0,127,3,0,0,-,-,Unknown error,Command not found,1416,0.00
Sharph,0,0.01,0.00,12,0,C++,74,0,0,0,0,2,0,0,44864,-,-,-,2520,0.00
Shining,0,9.52,0.00,12,0,C++,78,0,0,0,0,1,8,0,30960,-,-,-,2652,6.90
Silence,0,0.12,0.00,3,0,Python,34,0,0,0,0,4,8,0,2121,2.7,-,-,6696,0.12
Sippy,-,-,-,11,-,Python,55,-,0,-,-15,0,-,-,2512,2.7,-,Timeout,-,-
Skedar,0,0.00,0.00,11,0,C++,54,0,0,0,0,0,0,0,14360,-,-,-,2488,0.00
SkyDec,0,0.00,0.00,8,0,C++,71,0,0,0,0,2,0,0,18496,-,-,-,2744,0.00
Slavo,-,-,-,16,-,Python,69,-,0,-,-15,7,-,-,2564,2.7,-,Timeout,-,-
SmileIJP,0,0.00,0.00,7,0,C++,48,0,0,0,0,0,0,0,23072,-,-,-,2492,0.00
Snicker,0,0.00,0.00,1,0,C++,61,0,0,0,0,1,0,0,10048,-,-,-,2564,0.00
SoEnLit,0,0.00,0.00,11,0,C++,91,0,0,0,0,5,0,0,18728,-,-,-,5152,0.00
Solaris3,-,-,-,8,-,C++,70,-,1,-,-1,6,-,-,-,-,not declared,-,-,-
SonicShane,-,-,-,6,-,Python,38,-,0,-,-15,6,-,-,1651,2.7,-,Timeout,-,-
Sosi,0,0.00,0.00,9,0,C++,156,0,0,0,134,7,0,0,39768,-,-,underflow error reading the file,2580,0.00
SovietUnion,0,0.00,0.00,0,0,C++,77,0,0,0,0,4,0,0,18824,-,-,-,2292,0.00
Sp3000,-,-,-,16,-,Python,39,-,0,-,1,0,-,-,-,3.5,-,ImportError,-,-
SpiritsUnite,0,7.30,0.00,10,0,C++,88,0,0,0,0,0,0,0,40696,-,-,-,2472,4.85
Squarefk,0,0.00,0.00,3,0,C++,35,0,0,0,0,0,0,0,8552,-,-,-,2264,0.00
Stanley17112000,0,0.00,0.00,31,0,C++,94,0,0,0,0,4,0,0,22328,-,-,-,2532,0.00
StarCuriosity,0,0.00,0.00,5,0,C++,48,0,0,0,134,0,0,0,18648,-,-,underflow error reading the file,2612,0.00
Stilwell,0,0.00,0.00,3,0,C++,40,0,0,0,0,0,0,0,9672,-,-,-,2208,0.00
Strikeskids,-,-,-,22,-,Python,67,-,0,-,-15,3,-,-,-,3.5,-,Timeout,-,-
Striverlll,0,0.00,0.00,4,0,C++,60,0,0,0,0,0,0,0,9008,-,-,-,2620,0.00
Subscheme,0,5.50,0.00,24,0,C++,95,0,0,0,0,8,0,0,39304,-,-,-,2536,3.79
Supermitel,0,0.00,0.00,19,0,C++,105,0,0,0,0,0,0,0,34864,-,-,-,2612,0.00
SuprDewd,-,-,-,16,-,C++,181,-,1,-,-1,20,-,-,-,-,No such file or directory,-,-,-
Swrrt,0,0.00,0.00,0,0,C++,46,0,0,0,0,0,0,0,9856,-,-,-,2672,0.00
Sylveon,0,0.00,0.00,3,0,C++,53,0,0,0,0,4,0,0,12248,-,-,-,2468,0.00
T1024,0,0.00,0.00,5,0,C++,48,0,0,0,0,1,0,0,9928,-,-,-,2380,0.00
Tadrion,-,-,-,15,-,C++,140,-,0,-,-15,5,-,-,82408,-,-,Timeout,-,-
TankEngineer,0,0.01,0.00,9,0,C++,100,0,0,0,0,9,0,0,46600,-,-,-,2620,0.00
Taube,0,0.00,0.00,10,0,C++,180,0,0,0,0,2,0,0,33576,-,-,-,2488,0.00
Tedxz,0,0.00,0.00,15,0,C++,50,0,0,0,0,1,0,0,10136,-,-,-,2468,0.00
Temirulan,0,0.00,0.00,14,0,C++,89,0,0,0,0,0,0,0,10224,-,-,-,2596,0.00
Ternay,0,0.05,0.00,5,0,Java,82,0,0,0,0,0,64,0,2853,-,-,-,26720,0.04
TheBrick,0,0.06,0.00,8,0,Java,56,0,0,0,1,0,64,0,2312,-,-,java,21608,0.04
TheDarkKnight989,0,0.00,0.00,0,0,C++,70,0,0,0,0,0,0,0,63872,-,-,-,2144,0.00
TheNumberOne,0,0.04,0.00,17,0,Java,84,0,0,0,1,0,64,0,2443,-,-,java,21552,0.03
Theertha,-,-,-,0,-,C++,83,-,0,-,-15,0,-,-,24696,-,-,Timeout,-,-
Theogry,-,-,-,5,-,C++,42,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
TigerLoveZj,-,-,-,20,-,Python,85,-,0,-,-15,18,-,-,3867,2.7,-,Timeout,-,-
Tigvarts,0,0.00,0.00,8,0,C++,99,0,0,0,0,0,0,0,22440,-,-,-,2784,0.00
Tima,0,0.00,0.00,4,0,C++,91,0,0,0,0,0,0,0,10368,-,-,-,2436,0.00
TimeString,0,0.00,0.00,17,0,C++,86,0,0,0,0,0,0,0,17704,-,-,-,2500,0.00
Titandrake,0,1.19,0.02,15,0,Java,115,0,0,0,0,17,64,0,3647,-,-,-,160496,1.30
Tkachev,0,0.10,0.00,13,0,Java,112,0,0,0,0,4,72,0,3652,-,-,-,25476,0.09
Tomik,0,0.04,0.00,20,0,Java,102,0,0,0,1,8,64,0,2714,-,-,java,21664,0.04
Tominator,0,0.13,0.00,11,0,Python,35,8,0,0,0,0,0,0,1844,2.7,-,-,6648,0.13
Tommmmmmmm,0,0.00,0.00,0,0,C++,64,0,0,0,0,0,0,0,36456,-,-,-,2456,0.00
Tony,0,4.40,0.00,17,0,C++,107,0,0,0,0,8,0,0,31272,-,-,-,2596,3.20
TooHard,-,-,-,14,-,C++,90,-,0,-,-15,0,-,-,55336,-,-,Timeout,-,-
Torden,0,0.04,0.01,16,0,Java,85,0,0,0,0,0,64,0,2664,-,-,-,21768,0.02
TrueBamboo,0,0.27,0.01,4,0,C++,84,0,0,0,0,4,120776,0,21304,-,-,-,2528,0.25
TrungHieu11,0,0.04,0.00,40,0,Java,276,0,0,0,1,5,64,0,1614,-,-,jav,21632,0.04
TylerX,0,0.00,0.00,1,0,C++,92,0,0,0,0,3,0,0,43488,-,-,-,2640,0.00
UminchuR,0,0.00,0.00,10,0,C++,90,0,0,0,0,8,0,0,9952,-,-,-,2388,0.00
Umnik,0,0.00,0.00,11,0,C++,108,0,0,0,0,0,0,0,22344,-,-,-,2624,0.00
UranusX,0,0.00,0.00,12,0,C++,84,0,0,0,0,3,0,0,9872,-,-,-,2124,0.00
UsedToBe,0,0.00,0.00,0,0,C++,43,0,0,0,0,0,0,0,19640,-,-,-,2128,0.00
VNBZTY,0,0.00,0.00,3,0,C++,58,0,0,0,0,0,0,0,18496,-,-,-,2616,0.00
VSH,-,-,-,12,-,Python,105,-,0,-,-15,0,-,-,4067,2.7,-,Timeout,-,-
VladBelous,0,8.44,0.00,11,0,C++,60,0,0,0,0,0,0,0,24432,-,-,-,2544,6.28
VladaMG98,0,0.00,0.00,0,0,C++,82,0,0,0,0,0,0,0,46568,-,-,-,2616,0.00
VulpesX,0,3.22,0.01,14,0,Java,82,32,0,0,0,0,64,0,2055,-,-,-,28676,3.21
W4yneb0t,0,0.01,0.00,0,0,C++,102,0,0,0,0,0,0,0,39056,-,-,-,2500,0.00
WXXCC,0,0.00,0.00,8,0,C++,73,0,0,0,0,89,0,0,10248,-,-,-,2588,0.00
WYOCMWYH,0,0.00,0.00,9,0,C++,54,0,0,0,0,0,0,0,19472,-,-,-,2664,0.00
WaldemarTheMachine,0,0.00,0.00,23,0,C++,130,0,0,0,0,1,0,0,60208,-,-,-,2656,0.00
Wangzhpp,0,0.01,0.00,7,0,C++,67,0,0,0,0,0,0,0,11064,-,-,-,2528,0.00
Weiheng,0,0.00,0.00,3,0,C++,59,0,0,0,0,0,0,0,10344,-,-,-,2680,0.00
Weijie,-,-,-,15,-,C++,115,-,0,-,-15,18,-,-,43816,-,-,Timeout,-,-
WhyWhy,0,0.40,0.02,21,0,C++,64,0,0,0,0,0,120768,0,9992,-,-,-,2588,0.25
WildUtah,-,-,-,6,-,C++,100,-,0,-,-15,3,-,-,29704,-,-,Timeout,-,-
WindShi,0,0.00,0.00,6,0,C++,95,0,0,0,0,3,0,0,22240,-,-,-,2608,0.00
Winsen,0,0.00,0.00,1,0,C++,37,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1376,0.00
Witalia,-,-,-,17,-,C++,139,-,0,-,-15,2,-,-,52816,-,-,Timeout,-,-
Wsxhwyy,-,-,-,3,-,C++,90,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
Wyte,0,0.00,0.00,1,0,C++,166,0,0,0,0,1,0,0,58208,-,-,-,2552,0.00
XSquare,0,0.01,0.00,5,0,C++,42,0,0,0,0,0,0,0,18008,-,-,-,2484,0.00
Xellos,0,0.00,0.00,8,0,C++,76,0,0,0,0,8,0,0,39640,-,-,-,2496,0.00
XovoX,0,0.00,0.00,2,0,C++,76,0,0,0,0,0,0,0,13224,-,-,-,2584,0.00
Yak,-,-,-,21,-,C++,103,-,1,-,-1,3,-,-,-,-,No such file or directory,-,-,-
YeOldeLancer,0,0.02,0.00,24,0,Python,52,0,0,0,0,10,8,0,3159,2.7,-,-,7100,0.02
YerzhanU,-,-,-,16,-,C++,165,-,1,-,-1,11,-,-,-,-,not declared,-,-,-
Ying1123,0,0.00,0.00,18,0,C++,70,0,0,0,0,6,0,0,19520,-,-,-,2720,0.00
Yinyanghu,0,0.00,0.00,3,0,C++,56,0,0,0,0,0,0,0,20632,-,-,-,2264,0.00
Youngdae,0,5.01,3.03,20,0,C++,100,0,0,0,0,1,129032,0,11168,-,-,-,2456,0.80
Yuxiang,0,0.00,0.00,1,0,C++,54,0,0,0,0,0,0,0,13936,-,-,-,2572,0.00
YvesChan,0,0.00,0.00,10,0,C++,69,0,0,0,134,2,0,0,42544,-,-,underflow error reading the file,2728,0.00
ZI10,-,-,-,17,-,C++,165,-,0,-,-15,8,-,-,19128,-,-,Timeout,-,-
ZaN,0,0.00,0.00,3,0,C++,42,0,0,0,0,0,0,0,22704,-,-,-,2488,0.00
Zacky,0,0.00,0.00,26,0,C++,105,0,0,0,0,109,0,0,20152,-,-,-,2392,0.00
Zailton,0,0.00,0.00,17,0,C++,68,0,0,0,0,9,0,0,42320,-,-,-,2484,0.00
ZbanIlya,-,-,-,21,-,C++,100,-,0,-,-15,1,-,-,41992,-,-,Timeout,-,-
ZetaTwo,-,-,-,16,-,C++,54,-,1,-,-1,18,-,-,-,-,No such file or directory,-,-,-
ZhSh,0,0.00,0.00,15,0,C++,79,0,0,0,0,2,0,0,17640,-,-,-,2588,0.00
Zhanqi,0,0.00,0.00,5,0,C++,31,0,0,0,0,2,0,0,10096,-,-,-,2472,0.00
ZhouYuChen,0,0.00,0.00,1,0,C++,55,0,0,0,0,0,0,0,36024,-,-,-,2784,0.00
ZhukovDmitry,0,0.00,0.00,16,0,C++,108,0,0,0,0,2,0,0,19112,-,-,-,2616,0.00
ZhusongLi,0,0.00,0.00,7,0,C++,68,0,0,0,134,5,0,0,23608,-,-,underflow error reading the file,2628,0.00
Zimmux,0,0.03,0.00,4,0,Python,37,8,0,0,0,2,0,0,1795,2.7,-,-,6944,0.02
Zuza,0,0.00,0.00,14,0,C++,44,0,0,0,0,0,0,0,20472,-,-,-,2608,0.00
a00012025,-,-,-,3,-,C++,61,-,0,-,-15,0,-,-,22664,-,-,Timeout,-,-
a142857a,0,5.02,3.10,7,0,C++,74,0,0,0,0,20,129152,0,20928,-,-,-,2496,0.75
a9108,0,0.00,0.00,4,0,C++,48,0,0,0,0,4,0,0,22600,-,-,-,3028,0.00
aaaaajack,0,0.00,0.00,0,0,C++,55,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1416,0.00
abczz,0,0.00,0.00,15,0,C++,114,0,0,0,0,12,0,0,20168,-,-,-,2584,0.00
abeakkas,0,0.00,0.00,7,0,C++,54,0,0,0,0,9,8,0,24472,-,-,-,2484,0.00
abyssmally,-,-,-,3,-,C++,69,-,1,-,-1,0,-,-,-,-,reference is ambiguous,-,-,-
acerlawson,0,0.00,0.00,3,0,C++,63,0,0,0,0,0,0,0,10032,-,-,-,2640,0.00
achan1058,0,5.30,0.00,9,0,C++,120,0,0,0,0,0,0,0,58648,-,-,-,2576,3.68
addict,-,-,-,3,-,C++,70,-,1,-,-1,0,-,-,-,-,No such file or directory,-,-,-
adilliadil,0,0.18,0.00,9,0,Java,44,0,0,0,0,3,64,0,1496,-,-,-,28060,0.17
adrianvidal,-,-,-,11,-,C++,87,-,0,-,-15,9,-,-,44808,-,-,Timeout,-,-
adsz,0,0.01,0.00,25,0,C++,98,0,0,0,0,8,0,0,30576,-,-,-,2552,0.00
adyscz,0,0.00,0.00,10,0,C++,65,0,0,0,0,0,0,0,23832,-,-,-,2520,0.00
agkdc,0,0.08,0.00,3,0,Python,40,0,0,0,0,1,8,0,2513,2.7,-,-,6804,0.07
aguy,-,-,-,8,-,Python,24,-,0,-,1,9,-,-,1827,2.7,-,Unknown,-,-
agw,-,-,-,29,-,Python,105,-,0,-,-15,1,-,-,5581,2.7,-,Timeout,-,-
ahaigh,0,0.01,0.00,9,0,C++,89,0,0,0,0,8,0,0,40544,-,-,-,2592,0.00
ai00,0,0.00,0.00,1,0,C++,77,0,0,0,0,21,0,0,36104,-,-,-,2980,0.00
akaki,-,-,-,14,-,C++,83,-,1,-,-1,6,-,-,-,-,redeclared,-,-,-
akaring,0,0.69,0.00,12,0,C++,152,0,0,0,0,2,0,0,73864,-,-,-,2664,0.50
akovski,0,0.01,0.00,8,0,C++,62,0,0,0,0,0,0,0,39152,-,-,-,2564,0.00
akulsareen,0,0.00,0.00,2,0,C++,118,0,0,0,134,4,0,0,48424,-,-,underflow error reading the file,2676,0.00
alangpierce,-,-,-,24,-,Java,145,-,1,-,-1,0,-,-,-,-,package does not exist,-,-,-
alculquicondor,0,0.00,0.00,7,0,C++,89,0,0,0,0,1,0,0,41144,-,-,-,2724,0.00
alecsyde,0,0.00,0.00,3,0,C++,62,0,0,0,0,1,0,0,11224,-,-,-,2900,0.00
alei,0,0.00,0.00,11,0,C++,80,0,0,0,0,6,0,0,29688,-,-,-,2456,0.00
alex9801,0,0.00,0.00,14,0,C++,112,0,0,0,0,0,0,0,47552,-,-,-,2360,0.00
alexwice,0,0.08,0.00,4,0,Python,46,0,0,0,0,8,8,0,2558,2.7,-,-,7384,0.08
alikhtarov,0,0.07,0.00,6,0,Python,42,8,0,0,0,1,0,0,1704,2.7,-,-,6612,0.07
alin,-,-,-,13,-,C++,79,-,1,-,-1,3,-,-,-,-,not declared,-,-,-
allancrempel,-,-,-,20,-,Java,101,-,1,-,-1,3,-,-,-,-,Unknown error,-,-,-
allelujava,0,4.63,0.00,8,0,C++,93,0,0,0,0,2,0,0,23816,-,-,-,2876,3.03
alpc104,0,0.00,0.00,17,0,C++,125,0,0,0,0,39,0,0,54776,-,-,-,2712,0.00
alpq654323,0,0.00,0.00,0,0,C++,51,0,0,0,0,0,0,0,19560,-,-,-,2712,0.00
alueft,0,3.51,0.00,8,0,C++,67,0,0,0,0,4,0,0,55312,-,-,-,2580,2.30
amirmd76,-,-,-,9,-,C++,111,-,0,-,-15,2,-,-,56080,-,-,Timeout,-,-
amthabet,0,6.06,3.04,14,0,C++,126,0,0,0,0,1,129000,0,57720,-,-,-,2636,1.48
amuika,-,-,-,18,-,C++,65,-,0,-,-15,11,-,-,77960,-,-,Timeout,-,-
anari,0,0.00,0.00,0,0,C++,63,0,0,0,0,0,0,0,51208,-,-,-,2760,0.00
andyyang200,0,0.00,0.00,5,0,C++,168,0,0,0,0,0,0,0,48912,-,-,-,2660,0.00
annirun,0,1.41,0.06,28,0,Java,147,0,0,0,0,11,64,0,3135,-,-,-,444996,1.44
anorange0409,0,0.35,0.01,9,0,C++,108,0,0,0,0,0,120976,0,23128,-,-,-,2712,0.26
antonkovsharov,0,0.11,0.00,17,0,Java,107,0,0,0,0,0,72,0,2199,-,-,-,24984,0.10
anttil,0,3.81,0.00,10,0,C++,71,0,0,0,0,0,0,0,39312,-,-,-,2604,2.48
aquamongoose,0,0.00,0.00,6,0,C++,47,0,0,0,0,1,0,0,22344,-,-,-,2676,0.00
arihayes,0,0.00,0.00,17,0,C++,99,0,0,0,0,1,0,0,10096,-,-,-,2488,0.00
arijit91,0,0.01,0.00,5,0,C++,100,0,0,0,0,11,0,0,31104,-,-,-,2728,0.00
ariselpy,-,-,-,0,-,C++,-,-,1,-,-1,102,-,-,-,-,Unknown error,-,-,-
arkidd,-,-,-,29,-,C++,335,-,0,-,-15,40,-,-,96560,-,-,Timeout,-,-
artberryx,0,0.49,0.02,10,0,C++,72,0,0,0,0,2,120760,0,9552,-,-,-,2252,0.25
artheru,0,0.00,0.00,4,0,C++,38,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1400,0.00
aryaz,0,0.00,0.00,2,0,C++,50,0,0,0,0,5,0,0,22832,-,-,-,2668,0.00
asembl,0,0.01,0.00,11,0,C++,62,0,0,0,0,0,0,0,38408,-,-,-,2416,0.00
ashkan13,0,0.00,0.00,24,0,C++,137,0,0,0,0,29,8,0,44840,-,-,-,2632,0.00
asi1024,0,0.00,0.00,6,0,C++,46,0,0,0,0,0,0,0,43272,-,-,-,2604,0.00
assy,-,-,-,20,-,C++,187,-,0,-,-15,25,-,-,73824,-,-,Timeout,-,-
aswmtjdsj,-,-,-,14,-,C++,173,-,0,-,-15,31,-,-,23768,-,-,Timeout,-,-
atetubou,0,0.01,0.00,8,0,C++,83,0,0,0,0,1,0,0,41448,-,-,-,2624,0.00
athin,-,-,-,24,-,C++,100,-,1,-,-1,8,-,-,-,-,reference is ambiguous,-,-,-
atulb,0,0.00,0.00,8,0,C++,70,0,0,0,0,0,0,0,35672,-,-,-,2648,0.00
avelino2013,0,0.00,0.00,4,0,C++,41,0,0,0,0,2,0,0,35736,-,-,-,2896,0.00
ayakut,0,3.93,0.00,14,0,C++,90,0,0,0,0,5,0,0,39768,-,-,-,2692,2.74
azhai,0,0.02,0.00,22,0,C++,78,0,0,0,0,10,0,0,41344,-,-,-,2704,0.01
azlhust,0,0.00,0.00,2,0,C++,71,0,0,0,0,0,0,0,20128,-,-,-,2516,0.00
azneye,0,3.98,0.00,12,0,C++,81,0,0,0,0,8,0,0,50176,-,-,-,2660,2.83
baihacker,-,-,-,2,-,C,109,-,1,-,-1,0,-,-,-,-,No such file or directory,-,-,-
